desagradar desaguar
derrotar derruir
derramar derretir
derreter derribar
derramamento derramar
depreciação depreciar
depressão deprisa
depuração depurar
deputado dique
depurar derecha
depredar depresión
depressa depuración
deportação deportar
depositar depósito
depreciar depredar
deplorável deponer
depor deportación
deportar deporte
depois desterrar
depilação depilar
depilar deplorable
demarcar acre
demora demorar
dentadura dentista
dentro denuncia
denúncia denunciar
depender depilación
denunciar dependencia
dentista dentro
dente dieta
denominar densidad
densidade denso
denso dentadura
denominação denominar
demência democracia
demônio demora
demorar demostración
demografia demoler
demolição demonio
demonstração demostrar
demonstrar denominación
demolir demolición
democracia demócrata
democrata democrático
democrático demografía
demasiado demencia
demissão dimitir
demitir dinámica
demarcação demarcar
delineação delinear
delícia delicioso
demagogia demagógico
demagógico demagogo
demandar demarcación
demagogo demandar
delírio delito
delinqüência delincuente
delito delta
delta demagogia
delirar delírio
delinqüente delineación
delinqüir delirar
deleitar deleite
delicadeza delicia
delicioso delincuencia
delimitar delinquir
deliberar delicadeza
deliberação deliberar
deleite deletrear
delegar deleitar
delegação delegar
delatar delator
delator delegación
deixar delantal
damasco danés
dedicar dedicatoria
deficitário definición
degeneração degenerado
degolado degollar
degradação degradante
degustação degustar
deidade dejar
degustar deidad
degradante degradar
degradar degüello
degolar degradación
deglutir degollado
degola degustación
deformação deformar
degelar deshidratar
degenerado degenerar
degenerar deglutir
degelo deshilar
defumar sal
defunto difusión
deformidade degeneración
definitivo deflagrar
deflagrar deformación
defomar deformidad
definição definido
definido definir
definir definitivo
deficiência deficiente
defeito defender
defensor deferir
defesa defensiva
deficiente déficit
deferir deficiencia
defensiva defensivo
defensivo defensor
defender defensa
deduzir defecación
defecar defecto
defecação defecar
dedução deducir
dedicação dedicar
dedo deducción
dedicatória dedo
decidido decidir
decorar decorativo
decrescente decrépito
decálogo decanato
decênio decente
dedal dedicación
decência decenio
decreto dedal
decrépito decrepitud
decretar decreto
decoroso decreciente
decrepitud decretar
decoro decoroso
decorativo decoro
declamação declamar
declinável declinar
decodificar descomponer
decompor descomunal
declive decorar
declaração declarar
declinar declive
declarar declinable
decimal décimo
decisão decisivo
declamar declaración
decisivo declamación
decidir decimal
decifrar desclasificar
debaixo debate
decano decantación
decepcionar decidido
decepção decepcionar
decapitar decena
decente decepción
decantação decapitar
debilitar débito
decadência decadente
decanato decano
decadente decálogo
debater deber
debilidade debilitar
debate debatir
dança danzador
datiloscopia dádiva
dativo dato
de debajo
datilógrafo dactiloscopia
dar dardo
dardo dátil
dantesco danza
danzarín dar
danzar dançar
dano dantesco
daninho daño
cálcio calcular
cívico cívico
cómplice cúmplice
cósmico cosmografía
cúspide cúspide
dado de
dama damasco
dadivoso daga
cúmulo cúmulo
cúpula cúpula
cônjuge cooperación
cónsul cônsul
cópula copular
córneo cornucopia
cópia copiar
cóncavo côncavo
cóndor condor
cómputo cômputo
cólera cólera
cómico cômico
cómodo cômodo
cólico cólica
códice códice
código código
cóccix cóccix
cócegas costa
cândido canela
céltico céltico
césped grama
círculo círculo
cítrico cítrico
cínico cínico
cénit zênite
céntimo cêntimo
célula célula
cântico cantidad
céfiro zéfiro
célebre célebre
cédula cédula
cânhamo canario
cântaro cantata
cânfora. cangrejo
cálido caliente
cátedra cátedra
câncer cancerígeno
cáustico cáustico
cárcere carcelero
cárie cariño
cápsula capturar
cálculo caldera
cálice callar
curto corveta
custo costoso
cuñado cunhado
cuño cunho
cágado galaxia
cuñar cunhar
custodiar custodiar
cutis cútis
cutáneo cutâneo
custoso costumbre
custodia custódia
curveta corvo
curvo corzo
custar costero
curvilíneo curvilíneo
curvado curvado
curvar curvar
curva curva
curar curar
curral correa
cursi afetado
curso curso
cursar cursar
curiosidad curiosidade
curioso curioso
curia cúria
cura acerdote
curandero curandeiro
cupido cupido
cupón cupom
cuota cota
correção correcto
crisálida crisis
cuatrocientos quatrocentos
culo cu
cultivo cultivo
cumpleaños aniversário
cumulativo cumulativo
cunhagem acuñar
cuna berço
cumplir cumprir
cultura cultura
cultural cultural.
culto culto
culpar culpar
cultivado cultivado
cultivar cultivar
cultivable cultivável
culpable culpável
culpado culpado
culpa culpa
cuerno como
cuestión questão
culata culatra
culinario culinário
culminación culminação
culebra cobra
cuidadoso cuidadoso
cuidar cuidar
cueva cova
cuesta costa
cuestionar questionar
cuestionario questionário
cuestionable questionável
cuerpo corpo
cuervo corvo
cuero couro
cuchillada acada
cuenca concha
cuento conto
cuerda corda
cuenta conta
cueca cama
cuello pescoço
cuchillo aca
cucaracha barata
cucharada colherada
cuchara colher
cubrir cobrir
cubo cubo
crucifixo crudeza
crédulo creencia
crônico cronista
cuaresma quaresma
cuatro quatro
cuatrienio quadriênio
cuarentena quarentena
cuarenta quarenta
crível crema
crônica crónico
crótalo cruce
crítico cromar
crítica criticar
cruzamento crucero
cruzeiro crucial
crânio cráter
cruzar cuaderno
crustáceo cruz
cruz cruzada
cruzada cruzar
crueldade crujido
crueza crudo
cruel crueldad
cronômetro croquis
crucificado crucificar
crucificar crucifijo
crucial crucificado
cru cruel
cromático cromo
cronometrar cronométrico
cronométrico cronómetro
cronologia cronometraje
cronometragem cronometrar
cronista cronología
cromar cromático
cromo cromosoma
cromossomo crónica
critério crítica
criticar crítico
coágulo coágulo
criar creatividad
crista cretino
cristalização cristalizar
cristianismo cristianizar
cristianizar cristiano
cristão criterio
cristandade cristianismo
cristalino cristalización
cristalizar cristiandad
cristal cristalino
crioulo cripta
criptografia crisálida
crisma crispar
crispar cristal
crise crisma
cripta criptografia
criação creador
criminalista crin
crina crío
crime criminalista
cril kurdo
criativo crecer
criatura crimen
criatividade creativo
crença creer
crescer creciente
criador crear
criança criollo
criancice niñez
cretino creyente
criado lacerar
crescimento credo
crer creíble
crescente crecimiento
crepuscular crepúsculo
crepúsculo cresta
crepitar crepuscular
credor acrisolado
cremação cremoso
cremoso crepitar
crente criar
creme cremación
credulidade crédulo
creditar. acreedor
credo credulidad
cratera creación
coser cosido
costela costo
costureiro cota
cotejar cotejo
couraça corazón
coveiro sequedad
cotejo coyote
cota cotejar
costura costurera
costureira costurero
costume costura
cosmético cósmico
costa costar
costeiro costilla
costas español
cossaco cosecha
cosmografia cosmonauta
cosmopolita cosmos
cosmos cosquillas
cosmonauta cosmopolita
cosido cosmético
cortado cortar
cortiça cortijo
corça cosa
cortês cortesano
cortejo cortés
cortesão cortesía
cortina corto
cortesia corteza
corte cortejo
cortar corte
corrosão corrosivo
corrupção corrupto
corsário cortado
corrupto corsario
corroboração corroborar
corromper corrosión
corrosivo corrupción
corroer corromper
corrigir correlación
corroborar corroer
corrida corriente
copular coraje
corporação corpóreo
correia corrección
correria corresponder
correto corregir
corresponder corrida
correlação correo
correr correría
corrente corroboración
correio correr
corpóreo corpulencia
corpúsculo corral
corpulência corpulento
corpulento corpúsculo
coreógrafo cornear
corolário corona
coronário coronel
coronel corporación
coro corolario
coroar coronario
coroação coronar
coroa coronación
cornucópia cornudo
cornudo coro
cornear córneo
cordeiro cordial
cordilheira cordón
cordão cordura
coreografia coreógrafo
cordura coreografia
cordialidade cordillera
cordial cordialidad
coral Corán
corcovado joven
corcunda jorobado
coração corbata
coragem coral
convenir convir
conviver convocación
cooptar coordinación
coordenação coordinar
copiar cópula
coordenar copia
convulso conyugal
cooperar cooptar
cooperação cooperar
convulsão convulsivo
convocação convocar
convulsivo convulso
convocar convoy
conversión conversão
convexo convicción
convicção convicto
convincente convivir
convidar involuntario
convicto convincente
convertir converter
conversível descarga
conversación conversação
conversar conversar
convergente convergente
convergir convergir
convento convento
contrato contrato
conturbar conturbar
convención convenção
conveniente conveniente
convenio convênio
conveniencia conveniência
convaleciente convalescente
convencer convencer
convencimiento convencimento
convalidar convalidar
convalecencia convalescência
convalecer convalescer
contusión contusão
contumacia contumácia
contundir contundir
conturbación conturbação
contundente contundente
control controle
controlar controlar
controversia controvérsia
controlable controlável
contribuir contribuir
contribuyente contribuinte
contribución contribuição
contradecir contradizer
contrastar contrastar
contratar contratar
contratiempo contratempo
contraste contraste
contrariado contrariado
contrariedad contrariedade
contrario contrário
contrariar contrariar
contradictorio contraditório
contraer contrair
contradicción contradição
contrabajo contrabaixo
contracclón contração
contractual contratual
contrabando contrabando
continuo contínuo
contorsión contorsão
contra contra
contorno contorno
continuar continuar
continuidad continuidade
continuacón continuação
concienciar conscientizar
consenso consenso
consumo consumo
contemporáneo contemporâneo
contexto contexto
continencia continência
continental continental
contienda contenda
contentar contentar
contestación contestação
contestar contestar
contento contente
contener conter
contentamiento contentamento
contención contenção
contaminar contaminar
contemplación contemplação
contemporizar contemporizar
contar contar
contagiar contagiar
contagioso contagioso
contaminación contaminação
contagio contágio
contabilizar contabilizar
contacto contato
contabilidad contabilidade
conspirador conspirador
construcción construção
consultar consultar
consumar consumar
consumir consumir
consumado consumado
consuelo consolo
consular consular
consulta consulta
consulado consulado
constructor construtor
construir construir
constructivo construtivo
constipado constipado
constitución constituição
constituir constituir
constipar constipar
constatar constatar
consternación consternação
consternar consternar
constelación constelação
constancia constância
constar constar
conspirar conspirar
consistente consistente
consorcio consórcio
conspicuo conspícuo
conspiración conspiração
consorte consorte
consolidación consolidação
consonancia consonância
consonante consoante
consolidar consolidar
consolación consolação
consolar consolar
consistir consistir
conservar conservar
consideración consideração
considerar considerar
considerable considerável
conserje porteiro
conserva conserva
conservación conservação
conserjería portaria
consentimiento consentimento
consentir consentir
consensual consensual
confirmación confirmação
conmutar comutar
conquistar conquistar
consecutivo consecutivo
consejero conselheiro
consejo conselho
conseguir conseguir
consciente consciente
consecuencia conseqüência
consecuente conseqüente
consecución consecução
consanguíneo consangüíneo
consciencia consciência
consagración consagração
conocido conhecido
conquista conquista
conquistador conquistador
conocimiento conhecimento
connotar conotar
conocedor conhecedor
conocer conhecer
cono cone
connivencia conivência
connotación conotação
connatural conatural
conglomeración conglomeração
conjugación ugação
conmiseración comiseração
conmovedor comovedor
conmover comover
conmoción comoção
conmemoración comemoração
conmemorativo comemorativo
conmensurar comensurar
conmemorar comemorar
conjuntivitis untivite
conjunto unto
conjugar ugar
congénere congênere
conjetura etura
conjeturar eturar
congénito congênito
congregar congregar
congreso congresso
congruencia congruência
conglomerar conglomerar
conglomerado conglomerado
conformidad conformidade
confuso confuso
congestión congestão
congelación congelamento
confrontación confrontação
confundir confundir
confusión confusão
confrontar confrontar
confortable confortável
confortar confortar
confort conforto
confluente confluente
conformar conformar
conforme conforme
conformación conformação
conflagración conflagração
conflicto conflito
confluencia confluência
conflagrar conflagrar
confiscación confisco
confiscar confiscar
confirmar confirmar
conducto conduto
confesar confessar
confidencial confidencial
configurar configurar
confinar confinar
configuración configuração
confesor confessor
confiar confiar
confidencia confidência
confianza confiança
confesión confissão
confeso confesso
confesionario confessionário
confederativo confederativo
conferir conferir
confesable confessável
conferencia conferência
confeitaria reprender
conexión conexão
confección confecção
confederación confederação
confeccionar confeccionar
conectar conectar
conejo coelho
condón preservativo
concurrente concorrente
condensación condensação
condición condição
conducir conduzir
conducta conduta
condolencia condolência
condicional condicional
condicionante condicionante
